Title;Author;Languaje;Image;Tags;Genres;Year;Rating;ListName
I Unknowingly Rejected My Favorite;It's Autumn;Korean;https://cdn.novelupdates.com/images/2023/09/I-Unknowingly-Rejected-My-Favorite.jpg;Beautiful Female Lead, College/University, Devoted Love Interests, Handsome Male Lead, Love Interest Falls in Love First, Male Protagonist, Modern Day, Multiple POV, Otaku, Secret Identity;Comedy, Drama, Romance, School Life, Slice of Life;2022;4.2/5.0;To read
Incompatible Interspecies Wives;이만두;Korean;https://cdn.novelupdates.com/images/2023/06/Incompatible-Interspecies-Wives.png;Age Progression, Animal Characteristics, Arranged Marriage, Beastkin, Beautiful Female Lead, Betrayal, Brotherhood, Caring Protagonist, Charming Protagonist, Childhood Friends, Childhood Promise, Cold Love Interests, Demi-Humans, Demon Lord, Depression, Determined Protagonist, Discrimination, Divorce, Elves, Famous Protagonist, Fantasy World, First Love, Forced Marriage, Handsome Male Lead, Heroes, Human-Nonhuman Relationship, Leadership, Magic, Magic Beasts, Male Protagonist, Marriage, Mercenaries, Misunderstandings, Monster Girls, Monsters, Multiple POV, Nobles, Orphans, Polygamy, Pregnancy, Pretend Lovers, Proactive Protagonist, Prophecies, Saints, Slow Romance, Tragic Past, Weak to Strong, World Tree, Yandere;Adventure, Drama, Fantasy, Harem, Romance, Slice of Life, Tragedy;2023;4.4/5.0;To read
Love Letter From The Future;알콜중독;Korean;https://cdn.novelupdates.com/images/2023/12/Love-Letter-From-The-Future.jpg;Academy, Aggressive Characters, Award-winning Work, Beautiful Female Lead, Childhood Friends, Dense Protagonist, Engagement, Fantasy World, First-time Interc**rse, Handsome Male Lead, Love Interest Falls in Love First, Love Rivals, Male Protagonist, Masochistic Characters, Monsters, Multiple POV, Polygamy, Possession, Royalty, Ruthless Protagonist, Stockholm Syndrome, Strong Love Interests, Sword And Magic, Weak to Strong, Yandere;Action, Adventure, Fantasy, Harem, Mystery, School Life, Supernatural;2021;4.1/5.0;To read
Omniscient First-Person’s Viewpoint;gosogdolu;Korean;https://cdn.novelupdates.com/images/2022/06/Omniscient-FirstPersons-Viewpoint.jpg;Alchemy, Animal Characteristics, Antihero Protagonist, Apathetic Protagonist, Arrogant Characters, Award-winning Work, Beastkin, Beasts, Beautiful Female Lead, Black Belly, Blood Manipulation, Cautious Protagonist, Charismatic Protagonist, Clever Protagonist, Confident Protagonist, Cunning Protagonist, Demi-Humans, Dystopia, Friendship, Hard-Working Protagonist, Hiding True Abilities, Hiding True Identity, Interconnected Storylines, Lack of Common Sense, Love Interest Falls in Love First, Magic Beasts, Male Protagonist, Manipulative Characters, Mature Protagonist, Military, Misunderstandings, Money Grubber, Multiple POV, Orphans, Pets, Philosophical, Politics, Pragmatic Protagonist, Proactive Protagonist, Quirky Characters, Schemes And Conspiracies, Selfish Protagonist, Shameless Protagonist, Sharp-tongued Characters, Special Abilities, Strong Love Interests, Trickster, Twisted Personality, Unreliable Narrator, Vampires;Action, Adventure, Comedy, Fantasy, Harem, Mystery, Supernatural;2021;4.6/5.0;To read
Taming The Villainesses;Michuri;Korean;https://cdn.novelupdates.com/images/2022/06/Taming-The-Villainesses.jpg;Academy, Adapted to Manhwa, Beautiful Female Lead, Calm Protagonist, Clingy Lover, C*nnilingus, Court Official, Demi-Humans, Demons, Elves, European Ambience, Fallen Nobility, First-time Interc**rse, F*llatio, Game Elements, Handsome Male Lead, Heartwarming, H*ndjob, Level System, Love Interest Falls in Love First, Magic, Male Protagonist, Masochistic Characters, Master-Servant Relationship, Misunderstandings, Mob Protagonist, Nobles, Older Love Interests, Paizuri, Polite Protagonist, Polygamy, Possessive Characters, Pregnancy, R-18, Revenge, Royalty, R*pe, Sadistic Characters, Secret Identity, Servants, S*aves, Strength-based Social Hierarchy, Strong Love Interests, Sword And Magic, Transmigration, Villainess Noble Girls, Weak to Strong;Adult, Adventure, Drama, Ecchi, Fantasy, Harem, Mature, Psychological, Seinen;2021;4.0/5.0;To read
The Main Heroines are Trying to Kill Me;Kim Mamo;Korean;https://cdn.novelupdates.com/images/2022/04/The-Main-Heroines-are-Trying-to-Kill-Me.jpg;Academy, Age Regression, Antihero Protagonist, Aristocracy, Artifacts, Award-winning Work, Battle Academy, Beautiful Female Lead, Caring Protagonist, Childhood Friends, Dark, Demon Lord, Demons, Depression, Determined Protagonist, Devoted Love Interests, Empires, Engagement, Evil Gods, Fantasy World, First-time Interc**rse, F*llatio, Game Elements, Goddesses, Gods, Handsome Male Lead, Hard-Working Protagonist, Hated Protagonist, Heartwarming, Heroes, Hiding True Abilities, Limited Lifespan, Magic, Maids, Male Protagonist, Manipulative Characters, Misunderstandings, Multiple POV, Multiple Timelines, Nobles, Polygamy, Proactive Protagonist, Protagonist Strong from the Start, R-18, Righteous Protagonist, Royalty, Saving the World, Schemes And Conspiracies, Second Chance, Secret Identity, Secretive Protagonist, Selfless Protagonist, Slow Romance, Strong Love Interests, Strong to Stronger, Sword And Magic, System Administrator, Time Loop, Time Travel, Tragic Past, Yandere;Adventure, Fantasy, Harem, Psychological, Romance, School Life, Tragedy;2021;4.3/5.0;To read
The Tyrant Empress is Obsessed with Me;낱겻;Korean;https://cdn.novelupdates.com/images/2023/11/The-Tyrant-Empress-is-Obsessed-with-Me.jpg;Aristocracy, Beautiful Female Lead, Comedic Undertone, Empires, European Ambience, Lucky Protagonist, Male Protagonist, Misunderstandings, Obsessive Love, Politics, Reincarnated in Another World, Royalty, Yandere;Action, Adventure, Comedy, Drama, Fantasy, Harem, Romance;2023;4.3/5.0;To read
100 Things I Don’t Know About My Senior;Togai Aoi;Japanese;https://www.novelupdates.com/img/noimagefound.jpg;Adapted to Manga, Beautiful Female Lead, Bookworm, Female Protagonist, Heartwarming, Lazy Protagonist, Loner Protagonist, Male Protagonist, Manipulative Characters, Modern Day, Multiple POV, Multiple Protagonists, Senpai-Kouhai Relationship, Slow Romance;Comedy, Romance, School Life, Slice of Life;2017;4.6/5.0;Reading
I Became a Villain’s Hero;이만두;Korean;https://cdn.novelupdates.com/images/2023/12/I-Became-a-Villains-Hero.png;Antihero Protagonist, Beautiful Female Lead, Bullying, Calm Protagonist, Caring Protagonist, Character Growth, Depictions of Cruelty, Discrimination, Early Romance, Fearless Protagonist, Friendship, Hard-Working Protagonist, Helpful Protagonist, Heroes, Hidden Abilities, Hiding True Abilities, Jealousy, Kind Love Interests, Loneliness, Love Rivals, Male Protagonist, Mind Control, Misunderstandings, Modern Day, Multiple POV, Obsessive Love, Past Trauma, Polygamy, Possessive Characters, Protagonist Strong from the Start, Psychic Powers, Restaurant, Rivalry, Second Chance, Secret Organizations, Selfless Protagonist, Special Abilities, Store Owner, Strong Love Interests, Time Travel, Tragic Past, Tsundere, Twisted Personality, Unrequited Love, Yandere, Younger Love Interests;Action, Drama, Fantasy, Harem, Romance, Slice of Life, Supernatural;2022;4.0/5.0;Reading
I Reincarnated For Nothing;Toika;Korean;https://cdn.novelupdates.com/images/2018/07/IRN.jpg;Age Progression, Beautiful Female Lead, Childhood Friends, Clever Protagonist, Cunning Protagonist, Curses, Demi-Humans, Demon Lord, Demons, Dense Protagonist, Determined Protagonist, Dungeons, Dwarfs, Elves, Fantasy World, Game Elements, Handsome Male Lead, Heroes, Kuudere, Level System, Love Interest Falls in Love First, Magic, Male Protagonist, Monsters, Past Plays a Big Role, Pets, Polygamy, Pragmatic Protagonist, Pregnancy, Reincarnation, Ruthless Protagonist, Schemes And Conspiracies, Second Chance, Skill Books, Special Abilities, Strong Love Interests, Strong to Stronger, Sword And Magic, Teamwork, Time Skip, Torture, Weak to Strong, Yandere;Action, Adventure, Comedy, Fantasy, Harem;2017;4.1/5.0;Reading
Observation Record of a Self-proclaimed Villainess’ Fiance;Shiki;Japanese;https://cdn.novelupdates.com/images/2017/11/Observation-Record-of-a-Self-proclaimed-Villainess’-Fiance.jpg;Adapted to Manga, Age Progression, Aristocracy, Arranged Marriage, Black Belly, Calm Protagonist, Clever Protagonist, Couple Growth, Cunning Protagonist, Determined Protagonist, Devoted Love Interests, Engagement, Fat to Fit, Fox Spirits, Genius Protagonist, Heartwarming, Magic, Magic Beasts, Male Protagonist, Male Yandere, Multiple Reincarnated Individuals, Nobles, Obsessive Love, Otome Game, Possessive Characters, Reincarnated in a Game World, Royalty, Time Skip, Villainess Noble Girls;Comedy, Fantasy, Romance, School Life, Shoujo, Slice of Life;2017;4.6/5.0;Reading
Rehabilitating the Villainess;오당티;Korean;https://cdn.novelupdates.com/images/2023/01/Rehabilitating-the-Villainess_1674021493.jpg;Aggressive Characters, Aristocracy, Arrogant Characters, Beautiful Female Lead, Calm Protagonist, Character Growth, Clever Protagonist, Cooking, Engagement, European Ambience, Familial Love, Fantasy World, Handsome Male Lead, Knights, Magic, Male Protagonist, Misunderstandings, Mob Protagonist, Multiple POV, Nobles, Personality Changes, Possession, Protagonist Strong from the Start, Quirky Characters, Slow Romance, Strong Love Interests, Sword And Magic, Sword Wielder, Time Paradox, Time Travel, Transmigration, Transported to Another World, Villainess Noble Girls, Wealthy Characters;Comedy, Drama, Fantasy, Romance, Slice of Life;2022;4.4/5.0;Reading
The Demon Prince Goes to the Academy;Geul Jengi S;Korean;https://cdn.novelupdates.com/images/2021/07/The-Demon-Prince-goes-to-the-Academy.jpeg;Academy, Adapted to Manhwa, Alchemy, Alternate World, Appearance Changes, Battle Academy, Beautiful Female Lead, Calm Protagonist, Caring Protagonist, Character Growth, Cheats, Clever Protagonist, Cold Love Interests, Demi-Humans, Demon Lord, Demons, Depictions of Cruelty, Determined Protagonist, Doting Love Interests, Empires, Evil Religions, Family Conflict, Fantasy World, Friends Become Enemies, Game Elements, Gods, Handsome Male Lead, Hard-Working Protagonist, Harsh Training, Hated Protagonist, Heartwarming, Hiding True Identity, Humanoid Protagonist, Jack of All Trades, Kingdom Building, Knights, Kuudere, Love Interest Falls in Love First, Love Rivals, Loyal Subordinates, Magic, Male Protagonist, Manipulative Characters, Misunderstandings, Mob Protagonist, Multiple POV, Nobles, Older Love Interests, Politics, Polygamy, Quirky Characters, Race Change, Reincarnated in Another World, Reincarnation, Religions, Romantic Subplot, Royalty, Schemes And Conspiracies, Secret Organizations, Slow Growth at Start, Slow Romance, Special Abilities, Stoic Characters, Strong Love Interests, Sword And Magic, Sword Wielder, System Administrator, Thriller, Torture, Tragic Past, Transmigration, Tsundere, Unconditional Love, Unique Weapons, Weak to Strong, Writers;Action, Adventure, Fantasy, Harem, Romance, School Life, Shounen;2021;4.2/5.0;Reading
We Should Have Slept While Only Holding Hands, And Yet?!;Ryu Hosung;Korean;https://cdn.novelupdates.com/images/2017/07/001_cover.png;Androids, Beautiful Female Lead, Character Growth, Childhood Friends, Childhood Love, Couple Growth, Maids, Male Protagonist, Multiple POV, Past Plays a Big Role, Time Travel;Comedy, Drama, Psychological, Romance, School Life, Sci-fi, Shounen, Slice of Life;N/A;4.0/5.0;Reading
I Became the Fiancé of a Dragon in Romance Fantasy;서후;Korean;https://cdn.novelupdates.com/images/2022/12/I-Became-the-Fianc-of-a-Dragon-in-Romance-Fantasy_1671654104.jpg;Arranged Marriage, Beautiful Female Lead, Caring Protagonist, Character Growth, Clingy Lover, Devoted Love Interests, Dragons, Engagement, Fantasy Creatures, Fantasy World, First-time Interc**rse, Handsome Male Lead, Heartwarming, Kind Love Interests, Magic Beasts, Male Protagonist, Marriage, Marriage of Convenience, Multiple POV, Nobles, Obsessive Love, Past Plays a Big Role, Past Trauma, Personality Changes, Politics, Previous Life Talent, Protagonist Falls in Love First, R-18, Reincarnated in Another World, Reincarnation, Sword And Magic, Tragic Past, Unconditional Love, Weak to Strong;Action, Drama, Fantasy, Romance, Slice of Life, Smut;2021;4.1/5.0;Finished
The Noble Girl Living in Debt;Emoto Mashimesa;Japanese;https://cdn.novelupdates.com/images/2016/10/20d145aaeda5afe69990c18f036341db-450x665.jpg;Aristocracy, Beautiful Female Lead, Cute Story, Dense Protagonist, European Ambience, Fallen Nobility, Heartwarming, Kind Love Interests, Knights, Love Interest Falls in Love First, Male Protagonist, Misunderstandings, Nobles, Pretend Lovers, Slow Romance, Tsundere, Villainess Noble Girls;Fantasy, Romance, Shoujo;2016;4.4/5.0;Finished
